Id,Question,Answer
1068,Karacasu'dan kalkan beşinci sefer saat kaçta?,Karacasu'dan kalkan beşinci seferimiz saat 15.50'de kalkmaktadır.
1069,Karacasu'dan kalkan altıncı sefer saat kaçta?,Karacasu'dan kalkan altıncı seferimiz saat 17.50'de kalkmaktadır.
1070,Yeni Pazar'dan kalkan ikinci sefer saat kaçta?,Yeni Pazar'dan kalkan ikinci seferimiz saat 09.50'de kalkmaktadır.
1071,Yeni Pazar'dan kalkan üçüncü sefer saat kaçta?,Yeni Pazar'dan kalkan üçüncü seferimiz saat 10.50'de kalkmaktadır.
1072,Yeni Pazar'dan kalkan dördüncü sefer saat kaçta?,Yeni Pazar'dan kalkan dördüncü seferimiz saat 13.50'de kalkmaktadır.
1073,Yeni Pazar'dan kalkan beşinci sefer saat kaçta?,Yeni Pazar'dan kalkan beşinci seferimiz saat 15.50'de kalkmaktadır.
1074,Yeni Pazar'dan kalkan altıncı sefer saat kaçta?,Yeni Pazar'dan kalkan altıncı seferimiz saat 17.50'de kalkmaktadır.
1075,Forum Aydın durağından 605 numaralı otobüs geçiyor mu?,Forum Aydın durağından 605 numaralı otobüs geçmektedir.
1076,606 numaralı otobüs karpuzludan geçiyor mu?,"606 no'lu Otobüs Karpuzlu, Koçarlı, İncirliova, Söke ve Kuşadasından geçmektedir."
1077,606 numaralı otobüs Koçarlıdan geçiyor mu?,"606 no'lu Otobüs Karpuzlu, Koçarlı, İncirliova, Söke ve Kuşadasından geçmektedir."
1078,606 numaralı otobüs İncirliovadan geçiyor mu?,"606 no'lu Otobüs Karpuzlu, Koçarlı, İncirliova, Söke ve Kuşadasından geçmektedir."
1079,606 numaralı otobüs Sökeden geçiyor mu?,"606 no'lu Otobüs Karpuzlu, Koçarlı, İncirliova, Söke ve Kuşadasından geçmektedir."
1080,Adü-Kardeşköy otobüs seferi var mı?,Adü-Kardeşköy otobüs seferi bulunmaktadır.
1081,Adü-Organize otobüs seferi var mı?,Adü-Organize otobüs seferi bulunmaktadır.
1082,Adü-Dereağzı otobüs seferi var mı?,Adü-Dereağzı otobüs seferi bulunmaktadır.
1083,Nazilli-Karacasu otobüs seferi var mı?,Nazilli-Karacasu otobüs seferi bulunmaktadır.
1084,Çine-Köşk otobüs seferi var mı?,Çine-Köşk otobüs seferi bulunmaktadır.
1085,Forum Aydın'dan Otogar'a hangi otobüs gidiyor?,Forum Aydın'dan Otogar'a 605 numaralı otobüs gitmektedir.
1086,Zafer Meydanı'ndan Otogar'a hangi otobüs gidiyor?,Zafer Meydanı'ndan Otogar'a 605 numaralı otobüs gitmektedir.
1087,Tren Garın'dan Otogar'a hangi otobüs gidiyor?,Tren Garın'dan Otogar'a 605 numaralı otobüs gitmektedir.
1088,Otogar'dan Adü'ye hangi otobüs gidiyor?,Otogar'dan Adü'ye 605 numaralı otobüs gitmektedir.
1089,Tren Garı'ndan Adü'ye hangi otobüs gidiyor?,Tren Garı'ndan Adü'ye 605 numaralı otobüs gitmektedir.
1090,Zafer Meydanı'ndan Adü'ye hangi otobüs gidiyor?,Zafer Meydanı'ndan Adü'ye 605 numaralı otobüs gitmektedir.
1091,Forum Aydın'dan Adü'ye hangi otobüs gidiyor?,Forum Aydın'dan Adü'ye 605 numaralı otobüs gitmektedir.
1092,Karpuzlu'dan Kuşadası'na hangi otobüs gidiyor?,Karpuzlu'dan Kuşadası'na 606 numaralı otobüs gitmektedir.
1093,Koçarlı'dan Kuşadası'na hangi otobüs gidiyor?,Koçarlı'dan Kuşadası'na numaralı otobüs gitmektedir.
1094,İncirliova'dan Kuşadası'na hangi otobüs gidiyor?,İncirliova'dan Kuşadası'na 606 numaralı otobüs gitmektedir.
1095,Söke'den Kuşadası'na hangi otobüs gidiyor?,Söke'den Kuşadası'na 606 numaralı otobüs gitmektedir.
1096,Kuşadası'ndan Karpuzlu'ya hangi otobüs gidiyor?,Kuşadası'ndan Karpuzlu'ya 606 numaralı otobüs gitmektedir.
1097,Söke'den Karpuzlu'ya hangi otobüs gidiyor?,Söke'den Karpuzlu'ya 606 numaralı otobüs gitmektedir.
1098,İncirliova'dan Karpuzlu'ya hangi otobüs gidiyor?,İncirliova'dan Karpuzlu'ya 606 numaralı otobüs gitmektedir.
1099,Koçarlı'dan Karpuzlu'ya hangi otobüs gidiyor?,Koçarlı'dan Karpuzlu'ya 606 numaralı otobüs gitmektedir.
1100,Köşk'ten Çine'ye hangi otobüs gidiyor?,Köşk'ten Çine'ye 607 numaralı otobüs gitmektedir.
1101,Germencik'ten Çine'ye hangi otobüs gidiyor?,Germencik'ten Çine'ye 607 numaralı otobüs gitmektedir.
1102,Efeler'den Çine'ye hangi otobüs gidiyor?,Efeler'den Çine'ye 607 numaralı otobüs gitmektedir.
1103,Bozdoğan'dan Çine'ye hangi otobüs gidiyor?,Bozdoğan'dan Çine'ye 607 numaralı otobüs gitmektedir.
1104,Çine'den Köşk'e hangi otobüs gidiyor?,Çine'den Köşk'e 607 numaralı otobüs gitmektedir.
1105,Bozdoğan'dan Köşk'e hangi otobüs gidiyor?,Bozdoğan'dan Köşk'e 607 numaralı otobüs gitmektedir.
1106,Efeler'den Köşk'e hangi otobüs gidiyor?,Efeler'den Köşk'e 607 numaralı otobüs gitmektedir.
1107,Germencik'ten Köşk'e hangi otobüs gidiyor?,Germencik'ten Köşk'e 607 numaralı otobüs gitmektedir.
1108,Yeni Pazar'dan Karacasu'ya hangi otobüs gidiyor?,Yeni Pazar'dan Karacasu'ya 608 numaralı otobüs gitmektedir.
1109,Nazilli'den Karacasu'ya hangi otobüs gidiyor?,Nazilli'den Karacasu'ya 608 numaralı otobüs gitmektedir.
1110,Sultan Hisar'dan Karacasu'ya hangi otobüs gidiyor?,Sultan Hisar'dan Karacasu'ya 608 numaralı otobüs gitmektedir.
1111,Kuyucak'tan Karacasu'ya hangi otobüs gidiyor?,Kuyucak'tan Karacasu'ya 608 numaralı otobüs gitmektedir.
1112,Karacasu'dan Yeni Pazar'a hangi otobüs gidiyor?,Karacasu'dan Yeni Pazar'a 608 numaralı otobüs gitmektedir.
1113,Kuyucak'tan Yeni Pazar'a hangi otobüs gidiyor?,Kuyucak'tan Yeni Pazar'a 608 numaralı otobüs gitmektedir.
1114,Sultan Hisar'dan Yeni Pazar'a hangi otobüs gidiyor?,Sultan Hisar'dan Yeni Pazar'a 608 numaralı otobüs gitmektedir.
1115,Nazilli'den Yeni Pazar'a hangi otobüs gidiyor?,Nazilli'den Yeni Pazar'a 608 numaralı otobüs gitmektedir.
,Karpuzlu'dan Kuşadasın'a giden en erken sefer kaçta ?,Karpuzlu'dan Kuşadası'na giden birinci seferimiz saat 06.00'da kalkmaktadır.
,Kuşadası'ndan Karpuzlu'ya giden en erken sefer kaçta ?,Kuşadasın'dan Karpuzlu'ya giden birinci seferimiz saat 07.00'da kalkmaktadır.
,Köşk'ten Çine'ye giden en erken sefer saat kaçta?,Köşk'ten Çine'ye giden birinci seferimiz saat 07.30'da kalkmaktadır.
,Çine'den Köşk'e giden en erken sefer saat kaçta?,Çine'den Köşk'e giden birinci seferimiz saat 08.30'da kalkmaktadır.
,Yeni Pazar'dan Karacasu'ya giden en erken sefer saat kaçta?,Yeni Pazar'dan Karacasu'ya giden birinci seferimiz saat 07.20'de kalkmaktadır.
,Karacasu'dan Yeni Pazar'a giden en erken sefer saat kaçta?,Karacasu'dan Yeni Pazar'a giden birinci seferimiz saat 07.20'de kalkmaktadır.
,Adü'den Otogar'a giden en erken sefer saat kaçta?,Adü'den Otogar'a giden birinci seferimiz saat 06.15'te kalkmaktadır.
,Otogar'dan Adü'ye giden en erken sefer saat kaçta?,Otogar'dan Adü'ye giden birinci seferimiz saat 06.15'te kalkmaktadır.
,Forum Aydın'dan Otogar'a giden en erken sefer saat kaçta?,Forum Aydın'dan Otogar'a giden ilk seferimiz saat 06.25'te kalkmaktadır.
,Zafer Meydanı'ndan Otogar'a giden en erken sefer saat kaçta?,Zafer Meydanı'ndan Otogar'a giden ilk seferimiz saat 06.40'ta kalkmaktadır.
,Tren Garı'ndan Otogar'a giden en erken sefer saat kaçta?,Tren Garı'ndan Otogar'a giden ilk seferimiz saat 06.45'te kalkmaktadır.
,Tren Garı'ndan Adü'ye giden en erken sefer saat kaçta?,Tren Garı'ndan Adü'ye giden ilk seferimiz saat 06.35'te kalkmaktadır.
,Zafer Meydanı'ndan Adü'ye giden en erken sefer saat kaçta?,Zafer Meydanı'ndan Adü'ye giden ilk seferimiz saat 06.40'ta kalkmaktadır.
,Forum Aydın'dan Adü'ye giden en erken sefer saat kaçta?,Forum Aydın'dan Adü'ye giden ilk seferimiz saat 06.55'te kalkmaktadır.
,Koçarlı'dan Kuşadası'na giden en erken sefer saat kaçta?,Koçarlı'dan Kuşadası'na giden ilk seferimiz saat 06.35'te kalkmaktadır.
,İncirliova'dan Kuşadası'na giden en erken sefer saat kaçta?,İncirliova'dan Kuşadası'na giden ilk seferimiz saat 07.25'te kalkmaktadır.
,Söke'den Kuşadası'na giden en erken sefer saat kaçta?,Söke'den Kuşadası'na giden ilk seferimiz saat 07.55'te kalkmaktadır.
,Söke'den Karpuzlu'ya giden en erken sefer saat kaçta?,Söke'den Karpuzlu'ya giden ilk seferimiz saat 07.45'te kalkmaktadır.
,İncirliova'dan Karpuzlu'ya giden en erken sefer saat kaçta?,İncirliova'dan Karpuzlu'ya giden ilk seferimiz saat 08.15'te kalkmaktadır.
,Koçarlı'dan Karpuzlu'ya giden en erken sefer saat kaçta?,Koçarlı'dan Karpuzlu'ya giden ilk seferimiz saat 09.05'te kalkmaktadır.
,Köşk'ten Çine'ye giden en erken sefer saat kaçta?,Köşk'ten Çine'ye giden ilk seferimiz saat 07.30'da kalkmaktadır.
,Germencik'ten Çine'ye giden en erken sefer saat kaçta?,Germencik'ten Çine'ye giden ilk seferimiz saat 08.00'de kalkmaktadır.
,Bozdoğan'dan Çine'ye giden en erken sefer saat kaçta?,Bozdoğan'dan Çine'ye giden ilk seferimiz saat 08.45'te kalkmaktadır.
,Çine'den Köşk'e giden en erken sefer saat kaçta?,Çine'den Köşk'e giden ilk seferimiz saat 08.30'da kalkmaktadır.
,Bozdoğan'dan Köşk'e giden en erken sefer saat kaçta?,Bozdoğan'dan Köşk'e giden ilk seferimiz saat 08.50'de kalkmaktadır.
,Germencik'ten Çine'ye giden en erken sefer saat kaçta?,Germencik'ten Çine'ye giden ilk seferimiz saat 09.35'te kalkmaktadır.
,Nazilli'den Karacasu'ya giden en erken sefer saat kaçta?,Nazilli'den Karacasu'ya giden ilk seferimiz saat 07.40'ta kalkmaktadır.
,Sultan Hisar'dan Karacasu'ya giden en erken sefer saat kaçta?,Sultan Hisar'dan Karacasu'ya giden ilk seferimiz saat 08.25'te kalkmaktadır.
,Kuyucak'tan Karacasu'ya giden en erken sefer saat kaçta?,Kuyucak'tan Karacasu'ya giden ilk seferimiz saat 08.40'ta kalkmaktadır.
,Kuyucak'tan Yeni Pazar'a giden en erken sefer saat kaçta?,Kuyucak'tan Yeni Pazar'a giden ilk seferimiz saat 07.30'da kalkmaktadır.
,Sultan Hisar'dan Yeni Pazar'a giden en erken sefer saat kaçta?,Sultan Hisar'dan Yeni Pazar'a giden ilk seferimiz saat 07.45'te kalkmaktadır.
,Nazilli'den Yeni Pazar'a giden en erken sefer saat kaçta?,Nazilli'den Yeni Pazar'a giden ilk seferimiz saat 08.30'da kalkmaktadır.
,Haftanın her günü Aydın-kuşadası seferleri var mı ? ,Evet haftanın her günü Aydın-Kuşadası seferleri var.
,Haftaiçi ve haftasonu sefer saatleri değişiklik gösterir mi ?,Evet hafta içi ve haftasonu sefer saatleri değişiklik gösterir
,Hafta içi  Aydından Kuşadasına sefer saatleri ?,"06.15, 07.15, 07.35, 08.10, 08.25, 09.10, 09.45, 10.25, 11.05, 12.20, 13.00, 14.20, 15.00, 15.30, 17.00, 17.30, 18.20, 19.00, 20.00, 20.40"
,Haftasonu  Aydından Kuşadasına sefer saatleri ?,"07.15, 07.45, 08.30, 09.15, 10.30, 11.10, 11.45, 12.35, 14.05, 15.50, 16.30, 17.15, 18.05, 18.30 "
,Hafta içi  Kuşadasından Aydına sefer saatleri ?,"06.10, 07.00, 07.30, 08.20, 09.00, 09.45, 10.20, 11.00, 12.20, 13.00, 14.00, 15.00, 15.30, 16.20, 17.00, 17.30, 18.00, 19.00, 20.00, 20.45"
,Haftasonu  Kuşadasından Aydına sefer saatleri ?,"07.15, 08.30, 09.00, 09.45, 10.30, 13.00, 13.45, 14.30, 15.15, 16.30, 17.00, 17.45, 18.30, 19.15"
,Sökeden Akbüğe nasıl gidebilirim ?,275 numaralı otobüsle gidebilirisiniz.
,Haftaiçi ve haftasonu sefer saatleri değişiklik gösterir mi ?,Hayır hafta içi ve haftasonu sefer saatleri değişiklik göstermez.
,Söke-Akbük sefer saatleri ? ,"Sökeden Akbüğe sefer saatleri 06.00, 12.20, 15.50  , Akbükten Sökeye sefer saatleri 07.15, 14.10, 17.30 "
,Aydın Merkezden direkt Didim Akbüğe sefer var mı ?,Maalesef böyle bir seferimiz bulunmamaktadır.
,Söke Akbük arası arası bilet ücreti nedir ?,Tam bilet 9.90 türk lirası indirimli bilet  7.50 türk lirası
